start_station_name,cluster,lat,lng,total_count
Laflin St & Cullerton St,2,41.854911839483705,-87.6635653808187,2646
Lake Park Ave & 35th St,2,41.831274075954745,-87.60879928585283,2162
Lake Park Ave & 47th St,2,41.80944287333121,-87.59187489042053,1881
Lake Park Ave & 53rd St,2,41.79949444832963,-87.58644987857733,6541
Lake Park Ave & 56th St,2,41.791609945682396,-87.58747885678464,6250
Lakefront Trail & Bryn Mawr Ave,2,41.98404391239709,-87.65228235910794,11400
Lakefront Trail & Wilson Ave,2,41.96685577145422,-87.64309278953516,7153
Lakeview Ave & Fullerton Pkwy,2,41.9258675686891,-87.63897322627545,14706
Larrabee St & Armitage Ave,2,41.91808460103824,-87.64374887033188,7506
Larrabee St & Clybourn Ave,2,41.90660164930691,-87.64322070299605,1766
Larrabee St & Division St,2,41.903487484790055,-87.64335357481457,10607
Larrabee St & Kingsbury St,1,41.89776143977796,-87.64288820677609,14011
Larrabee St & Kingsbury St 1,1,41.89776250990604,-87.64288684331758,5885
Larrabee St & Kingsbury St 2,1,41.897577823333414,-87.64290021228227,3989
Larrabee St & Menomonee St,2,41.91468121196596,-87.64332107027289,5288
Larrabee St & North Ave,2,41.91019892747441,-87.64350575203659,5777
Larrabee St & Oak St,2,41.90029961157738,-87.64250632344172,6869
Larrabee St & Webster Ave,2,41.92182237673467,-87.64413726574934,15024
Leavitt St & Addison St,2,41.94665412599693,-87.68335879616315,2605
Leavitt St & Archer Ave,0,41.82879092939077,-87.68060610338472,981
Leavitt St & Armitage Ave,2,41.917804968961576,-87.68244087745268,5231
Leavitt St & Augusta Blvd,2,41.89962191027189,-87.6819399124634,1530
Leavitt St & Belmont Ave,2,41.93935309831645,-87.68328136434246,4345
Leavitt St & Chicago Ave,2,41.89549952296114,-87.68201503953102,5043
Leavitt St & Division St,2,41.90299789224036,-87.68382110092709,3872
Leavitt St & Hirsch St,2,41.90689915171455,-87.68232985733457,1079
Leavitt St & Lawrence Ave,2,41.96888649962745,-87.68400404901583,3664
Leavitt St & North Ave,2,41.91019894307997,-87.6823472403389,5627
Leavitt St/North Ave,2,41.91007699367015,-87.68230874934477,1340
Lincoln Ave & Addison St,2,41.94617611324804,-87.67330778422858,3701
Lincoln Ave & Balmoral Ave,0,41.97946104514643,-87.69301378162857,840
Lincoln Ave & Belle Plaine Ave,2,41.95600372401676,-87.68016330446646,4848
Lincoln Ave & Byron St,2,41.95237210877163,-87.67729462608875,4484
Lincoln Ave & Dickens Ave,2,41.920121224327914,-87.64160707141477,3262
Lincoln Ave & Diversey Pkwy,2,41.93222364783914,-87.65861997754807,10025
Lincoln Ave & Fullerton Ave,2,41.92416213264519,-87.64637891098067,15854
Lincoln Ave & Melrose St,2,41.94059959466077,-87.66943770174497,9777
Lincoln Ave & Montana St,0,41.926572720450295,-87.65060125983712,2505
Lincoln Ave & Peterson Ave,2,41.99026635899551,-87.70856996995359,668
Lincoln Ave & Roscoe St,2,41.94334992445875,-87.67066869199866,1486
Lincoln Ave & Roscoe St*,2,41.943350010053656,-87.6706695218901,7105
Lincoln Ave & Sunnyside Ave,0,41.96300404400102,-87.68478181225288,5900
Lincoln Ave & Waveland Ave,2,41.94879685117546,-87.67527794032928,4343
Lincoln Ave & Winona St,2,41.974911074198026,-87.69250685518287,2370
Lincoln Park Conservatory,2,41.92393701036984,-87.63582639617485,12439
Lock St & 31st St,2,41.83796212436231,-87.6590484751723,621
Logan Blvd & Elston Ave,2,41.92946457932552,-87.68415812285767,4138
Loomis St & Archer Ave,2,41.84163260501119,-87.65743504995977,852
Loomis St & Jackson Blvd,2,41.8779443293073,-87.66200682353448,4943
Loomis St & Lexington St,2,41.87222999741746,-87.66136276312703,12767
MLK Jr Dr & 29th St,2,41.84205160794793,-87.61699852748511,4801
MLK Jr Dr & 47th St,2,41.809850666198294,-87.61628046957607,585
MLK Jr Dr & Pershing Rd,2,41.82459774144789,-87.61678082898796,1161
Malcolm X College,1,41.87761804780039,-87.67389482166419,2019
Malden St & Wilson Ave,2,41.96526216541933,-87.66274465750067,1500
Manor Ave & Leland Ave,2,41.96587486101683,-87.70082458214445,1426
Maplewood Ave & Peterson Ave,2,41.99023594049252,-87.69336990732127,635
Marine Dr & Ainslie St,2,41.971600553407654,-87.65015488273689,6898
Marshfield Ave & Diversey Pkwy,2,41.93203857203454,-87.66970173060622,579
Marshfield Ave & Wabansia Ave,2,41.912174771288804,-87.66888288163065,509
May St & Cullerton St,2,41.85513802532599,-87.65412854913095,2543
May St & Hubbard St,1,41.89007960081957,-87.65597321836614,1696
May St & Taylor St,2,41.869392141320155,-87.65537274334794,8424
McClurg Ct & Erie St,1,41.894502579433855,-87.61785926590943,13606
McClurg Ct & Ohio St,2,41.89259669355092,-87.61729069794224,22124
McCormick Blvd & Devon Ave,2,41.997199756489216,-87.71105002993534,1067
McCormick Place,2,41.85137745242027,-87.6188353419243,6589
Michigan Ave & 11th St,2,41.86958981403702,-87.62396111026716,2620
Michigan Ave & 14th St,2,41.864060419699605,-87.62372673391569,10959
Michigan Ave & 18th St,2,41.857925519343375,-87.62433534339654,8264
Michigan Ave & 8th St,2,41.8727705424682,-87.62398027217779,17066
Michigan Ave & Ida B Wells Dr,2,41.87620471867685,-87.62446291917293,7362
Michigan Ave & Jackson Blvd,2,41.878471188611975,-87.62414683250094,11610
Michigan Ave & Lake St,2,41.88602184396959,-87.62440086104722,19534
Michigan Ave & Madison St,2,41.88212582320041,-87.62513472108328,7864
Michigan Ave & Oak St,2,41.900960864927306,-87.6237757184574,35217
Michigan Ave & Pearson St,2,41.89765684213883,-87.62350978097247,8344
Michigan Ave & Washington St,2,41.883984135207456,-87.6246833197019,21295
Midway Orange Line,0,41.786918560554334,-87.73892050864087,543
Mies van der Rohe Way & Chestnut St,2,41.898587309776325,-87.62191574907003,14360
Mies van der Rohe Way & Chicago Ave,2,41.89694687014963,-87.62175939743179,12141
Millennium Park,2,41.881033582980685,-87.62408466664697,27074
Milwaukee Ave & Ainslie St,0,41.96860944288252,-87.76107965124508,1779
Milwaukee Ave & Armitage Ave,0,41.917710020787425,-87.68864055186533,2131
Milwaukee Ave & Cuyler Ave,0,41.95446827327925,-87.74959408541699,530
Milwaukee Ave & Fullerton Ave,0,41.924690503175654,-87.70059025271219,3968
Milwaukee Ave & Grand Ave,0,41.89157778370861,-87.64838190428145,13289
Milwaukee Ave & Rockwell St,0,41.920330210190556,-87.69309016578751,3920
Milwaukee Ave & The 606,2,41.91375593875379,-87.6826662305304,9947
Milwaukee Ave & Wabansia Ave,2,41.91261667188266,-87.68146796659633,1142
Monticello Ave & Irving Park Rd,2,41.95400467930448,-87.7191278954681,2051
Monticello Ave & Lawrence Ave,2,41.96839900273097,-87.71876820592392,1083
Montrose Harbor,2,41.963981624781425,-87.63818109454738,17783
Morgan Ave & 14th Pl,2,41.86237926155869,-87.65106404555156,4498
Morgan St & 18th St,2,41.85808609335745,-87.65107451441143,4865
Morgan St & 31st St,2,41.837799705230495,-87.65114056467452,3306
Morgan St & Hubbard St,2,41.890158006085166,-87.65253200061167,1867
Morgan St & Lake St,1,41.88549170626906,-87.65228927135468,1544
Morgan St & Lake St*,0,41.88549837919499,-87.65228641886426,9402
Morgan St & Polk St,1,41.87174049902192,-87.65102978236764,10905
N Carpenter St & W Lake St,1,41.88558943939521,-87.65318136313485,2462
N Damen Ave & W Chicago Ave,2,41.89581018439636,-87.6784884241309,825
N Green St & W Lake St,1,41.88558042219268,-87.64848043212439,3280
N Paulina St & Lincoln Ave,0,41.94383722892943,-87.67147206633841,1247
N Shore Channel Trail & Argyle St,2,41.97218287460844,-87.70275972971902,624
N Southport Ave & W Newport Ave,0,41.944019197110265,-87.66397628294159,1832
Navy Pier,2,41.89227861789163,-87.61204395329338,42107
New St & Illinois St,2,41.89084412737609,-87.61861890134257,20985
Noble St & Milwaukee Ave,2,41.900699574952505,-87.66260739117142,7327
Noble St & Ohio St,2,41.892421661970815,-87.66206111464949,3243
Noble St & Potomac Ave,2,41.90545214245029,-87.66272536907886,875
Normal Ave & Archer Ave,2,41.84952690998161,-87.6405910174885,870
North Boundary Park,0,42.013027543209766,-87.7089099567794,553
Oakley Ave & Irving Park Rd,2,41.95433966994247,-87.68608012257677,2294
Oakley Ave & Lyndale St,2,41.92260976273353,-87.68512981796047,683
Oakley Ave & Touhy Ave,2,42.012341872730296,-87.68824335848862,571
Ogden Ave & Chicago Ave,2,41.896362028601,-87.6540622310716,10213
Ogden Ave & Congress Pkwy,2,41.87500937641206,-87.6732779065493,3002
Ogden Ave & Race Ave,2,41.89179398702787,-87.65875528037645,7034
Ogden Ave & Roosevelt Rd,2,41.866501461390094,-87.68469403638976,1619
Orleans St & Chestnut St (NEXT Apts),2,41.89820085928138,-87.63753628083784,7513
Orleans St & Elm St,2,41.90292331231516,-87.63771680499413,5613
Orleans St & Hubbard St,2,41.89002064824766,-87.6366209610839,9093
Orleans St & Merchandise Mart Plaza,1,41.88823451483775,-87.63640024976924,20159
Paulina Ave & North Ave,2,41.909881010082856,-87.66993778871841,6430
Paulina St & 18th St,2,41.85790131211049,-87.66874422210076,4317
Paulina St & Adams St,0,41.87862103667179,-87.66913185753457,911
Paulina St & Cortland St,2,41.91625965410838,-87.67019192916688,1624
Paulina St & Division St,2,41.90355300307322,-87.67042970163965,4639
Paulina St & Flournoy St,1,41.873061893120216,-87.66913222766105,7592
Paulina St & Howard St,0,42.019158690732056,-87.67357285570624,2131
Paulina St & Montrose Ave,2,41.96150731664841,-87.67138875360159,4656
Peoria St & Jackson Blvd,2,41.87764609410466,-87.64961515514031,13207
Peoria St & Kinzie St,1,41.888959663770756,-87.64972471975689,4179
Peterson/Ridge Metra,1,41.991802248486174,-87.67488778114136,3799
Pine Grove Ave & Irving Park Rd,2,41.95436820517981,-87.64793905636513,13653
Pine Grove Ave & Waveland Ave,2,41.949448340024425,-87.6464561790965,16456
Pine Grove Ave & Wellington Ave,2,41.93651175840943,-87.64122052236918,1590
Ping Tom Park (East),0,41.85800147898462,-87.63194840774425,520
Prairie Ave & 43rd St,2,41.81665860956895,-87.6194124705556,597
Prairie Ave & Garfield Blvd,2,41.79485251187975,-87.61869310771122,1264
Public Rack - Washtenaw Ave & Superior St,2,41.89474325094603,-87.69517030862733,593
Pulaski Rd & 51st St,0,41.80043339119708,-87.72475040162189,685
Pulaski Rd & Eddy St,2,41.94626538185063,-87.73102622342608,636
Racine Ave & 13th St,2,41.8650537143497,-87.65695942950302,1161
Racine Ave & 15th St,2,41.861265630455456,-87.6566198721704,3087
Racine Ave & 18th St,2,41.858399953488345,-87.65642516352423,5490
Racine Ave & 35th St,0,41.83068861646418,-87.6562104842606,780
Racine Ave & Belmont Ave,0,41.93974100780888,-87.65886579855706,10234
Racine Ave & Broadway,0,41.968235247846685,-87.65965297229974,2322
Racine Ave & Congress Pkwy,1,41.87463991523519,-87.65703062848618,5319
Racine Ave & Fullerton Ave,2,41.925568100365744,-87.65841710164405,9184
Racine Ave & Randolph St,2,41.884081393573815,-87.65692276470574,3933
Racine Ave & Washington Blvd,2,41.883072378019705,-87.6569570703544,4873
Racine Ave & Webster Ave,2,41.921602117078976,-87.65859011160953,1435
Racine Ave & Wrightwood Ave,2,41.928889987038616,-87.65897139741766,5775
Racine/Eddy Corral,0,41.946339411426855,-87.65910362126418,916
Ravenswood Ave & Berteau Ave,2,41.957921012466336,-87.67356733881932,4411
Ravenswood Ave & Irving Park Rd,2,41.95468796943491,-87.67392960523516,4801
Ravenswood Ave & Lawrence Ave,1,41.96844534854053,-87.67422626785142,17990
Rhodes Ave & 32nd St,2,41.83622144996407,-87.61352995109301,2978
Richmond St & Diversey Ave,0,41.931902337289245,-87.70119664030496,2742
Ridge Blvd & Howard St,2,42.019275370262484,-87.68452087108194,781
Ridge Blvd & Touhy Ave,2,42.01213211930449,-87.68291340803587,984
Ritchie Ct & Banks St,2,41.9068612083015,-87.62621573732984,11184
Riverside Plaza & Adams St,1,41.87926,-87.63879,1933
Rockwell Ave & Logan Blvd,2,41.928104927999996,-87.69268114416,725
Rockwell St & Archer Ave,2,41.82272023610379,-87.68982006598003,501
Rockwell St & Division St,2,41.9027504355782,-87.69201810320035,584
Rockwell St & Eastwood Ave,2,41.9658990591023,-87.69363934712932,3070
Rockwell St & Fletcher St,0,41.938803951497874,-87.69298511866347,1878
Rush St & Cedar St,2,41.90231064871943,-87.62769806859265,13776
Rush St & Hubbard St,2,41.890176484473514,-87.6261860662098,9533
Rush St & Illinois St,2,41.890870487406126,-87.62584208168533,2482
Rush St & Superior St,2,41.89576128719181,-87.62592801537689,13350
Sacramento Ave & Linden Pl,0,41.92575030404187,-87.70258129273591,621
Sacramento Ave & Lyndale St,2,41.922351227342716,-87.70241823648209,782
Sacramento Blvd & Addison St,2,41.94609019176016,-87.70298825007859,738
Sangamon St & Adams St,2,41.87909063324843,-87.6512830886723,2607
Sangamon St & Lake St,0,41.88578163684707,-87.65102772668476,9213
Sangamon St & Washington Blvd,2,41.88315700094542,-87.65110086282469,7769
Sawyer Ave & Irving Park Rd,2,41.95360122561019,-87.70930883426102,1452
Sedgwick St & Chicago Ave,2,41.89676947058846,-87.63860202792762,1202
Sedgwick St & Huron St,2,41.89466416457706,-87.63842470595333,13871
Sedgwick St & North Ave,2,41.91100148301488,-87.63853312950984,11961
Sedgwick St & Schiller St,2,41.90762779225034,-87.63856011108201,4414
Sedgwick St & Webster Ave,2,41.922168765316734,-87.63889020223917,11707
Seeley Ave & Roscoe St,2,41.94340289245597,-87.67961888681997,4849
Seminary Ave & Belden Ave,2,41.9233876394953,-87.65599158446283,1385
Shedd Aquarium,2,41.86722726622213,-87.61536352494528,20261
Sheffield Ave & Addison St ,0,41.9470151224024,-87.6544149550871,8427
Sheffield Ave & Armitage Ave Public Rack,0,41.917810129224684,-87.65344423741138,632
Sheffield Ave & Fletcher St,0,41.93900957692357,-87.65321373109981,1112
Sheffield Ave & Fullerton Ave,2,41.925616352228296,-87.65365868420272,16566
Sheffield Ave & Kingsbury St,2,41.910524581743665,-87.65310954031277,12282
Sheffield Ave & School St,0,41.94235953037624,-87.65426934850494,505
Sheffield Ave & Waveland Ave,0,41.949394607484166,-87.65452679456772,12506
Sheffield Ave & Webster Ave,2,41.921543005848555,-87.65381817084514,12321
Sheffield Ave & Wellington Ave,2,41.93625415915896,-87.65266185079913,12712
Sheffield Ave & Willow St,2,41.91368975557852,-87.65285476510782,8425
Sheffield Ave & Wrightwood Ave,0,41.928710804234576,-87.65383322398127,13339
Sheffield/Cornelia Corral,0,41.94529155592564,-87.65422068598482,659
Sheffield/Newport Corral,0,41.944609950246424,-87.65419958043196,1676
Sheridan Rd & Argyle St,2,41.97328665734237,-87.65475594642159,7399
Sheridan Rd & Berwyn Ave,2,41.97827913091157,-87.6552900252358,1357
Sheridan Rd & Buena Ave,2,41.95848767614689,-87.65500825064146,9572
Sheridan Rd & Columbia Ave,2,42.00458254363008,-87.66140880267169,3052
Sheridan Rd & Greenleaf Ave,2,42.01058692158587,-87.66241269447862,2206
Sheridan Rd & Irving Park Rd,0,41.954245173682786,-87.65440620229673,14104
Sheridan Rd & Lawrence Ave,2,41.969515777846034,-87.65469213793281,5001
Sheridan Rd & Loyola Ave,0,42.001045225873916,-87.66119957005745,3892
Sheridan Rd & Montrose Ave,2,41.96166230663352,-87.65463842631019,12058
Sheridan Rd & Noyes St (NU),2,42.058239054458966,-87.67743345889798,6519
Shields Ave & 28th Pl,2,41.84273451293755,-87.63549145533042,1601
Shields Ave & 31st St,2,41.838463900878196,-87.63540599031714,3169
Shore Dr & 55th St,2,41.7952119913649,-87.5807190793516,11129
Smith Park,2,41.892046988858745,-87.68939753376173,1876
South Shore Dr & 67th St,2,41.773643848880184,-87.5675104035219,868
South Shore Dr & 71st St,2,41.76640950440211,-87.56568870528473,1232
Southport Ave & Belmont Ave,2,41.93947643168687,-87.66374795744558,8903
Southport Ave & Clark St,2,41.95708203432758,-87.66419964057779,3758
Southport Ave & Clybourn Ave,2,41.92108088367321,-87.6648009394369,5603
Southport Ave & Diversey Pkwy,2,41.93266023021536,-87.6634704230226,664
Southport Ave & Grace St,0,41.95155187726153,-87.66404238668326,1105
Southport Ave & Irving Park Rd,2,41.954175910527425,-87.66435533510997,6959
Southport Ave & Roscoe St,2,41.94373850606938,-87.66401981176989,14572
Southport Ave & Waveland Ave,0,41.948224264327564,-87.66407062244436,16815
Southport Ave & Wellington Ave,0,41.935774017604956,-87.66359937000665,11053
Southport Ave & Wrightwood Ave,2,41.92876481328741,-87.663908071989,8427
Spaulding Ave & Armitage Ave,0,41.91710842474735,-87.71022284112549,4641
Spaulding Ave & Division St,2,41.90270677750684,-87.7092203909098,2018
Spaulding Ave & Milwaukee Ave,2,41.93088845207923,-87.7107222473907,732
St Clair St & Ohio St,2,41.892378576580064,-87.62264906486234,3160
St Louis Ave & Foster Ave,1,41.975984180113514,-87.71598369877657,555
St. Clair St & Erie St,2,41.89434856106995,-87.6228039301674,13322
St. Clair St & Erie St 1,1,41.89439917474111,-87.62285781860975,1827
St. Clair St & Erie St 2,1,41.89445,-87.62268,2893
St. Louis Ave & Balmoral Ave,1,41.98039241978292,-87.71611599188063,934
St. Louis Ave & Fullerton Ave,2,41.92481744187076,-87.71449541053494,2896
State St & 19th St,2,41.85659366930425,-87.62754235605573,2728
State St & 33rd St,0,41.83473377120238,-87.62581299746469,4022
State St & 35th St,0,41.83103675125904,-87.6267992502177,2344
State St & Chicago Ave,2,41.89661633595409,-87.62858191415572,26766
State St & Harrison St,2,41.874050815066376,-87.62771651732284,7428
State St & Kinzie St,1,41.88936680635282,-87.62708279353289,13407
State St & Pearson St,2,41.89744617707013,-87.62872495902566,7700
State St & Randolph St,2,41.88462209841088,-87.62784101196097,12599
State St & Van Buren St,2,41.87718103765491,-87.6278445385841,7682
Stave St & Armitage Ave,0,41.91774104005042,-87.69139419877884,3940
Stetson Ave & South Water St,2,41.886831835282344,-87.6223313153883,10533
Stockton Dr & Wrightwood Ave,2,41.93131986285696,-87.63874026226686,12148
Stony Island Ave & 63rd St,2,41.78050855336506,-87.58684232536365,704
Streeter Dr & Grand Ave,2,41.892278137088496,-87.61204328690162,23481
Streeter Dr/Grand Ave,2,41.892400584862585,-87.61238699007578,2758
Talman Ave & Addison St,0,41.946636055861866,-87.69461511429301,3191
The Salt Shed,0,41.906890275640365,-87.65978083193832,2383
Theater on the Lake,2,41.92627660731382,-87.63083510957182,27146
Throop St & Taylor St,2,41.86896230292298,-87.65913980781532,4765
Troy St & Elston Ave,0,41.94524325708608,-87.70665011512594,2140
Troy St & Grace St,2,41.95024402877105,-87.70648416339999,760
Troy St & North Ave,2,41.90977083936647,-87.70528313935189,1987
University Ave & 57th St,1,41.79147791762631,-87.59986232455897,20536
University Ave & 59th St,1,41.78787773461467,-87.59890793141429,6423
University Ave & 65th St,2,41.77693996586194,-87.59842002090672,536
University Library (NU),1,42.05293913760865,-87.67344476333774,2499
Valli Produce - Evanston Plaza,2,42.03974180723333,-87.69941300207437,780
W Armitage Ave & N Sheffield Ave,0,41.91780899728762,-87.65344450643437,3230
W Washington Blvd & N Peoria St,0,41.88305287537572,-87.64993818401886,1219
Wabansia & Milwaukee,2,41.913755876748446,-87.6826658470882,1451
Wabash Ave & 16th St,2,41.86038507428578,-87.6258128395061,7718
Wabash Ave & 9th St,2,41.87076747807838,-87.62573628030398,13014
Wabash Ave & Adams St,1,41.87947286770181,-87.6256912194598,8787
Wabash Ave & Cermak Rd,2,41.85261870674439,-87.62649052988199,3161
Wabash Ave & Grand Ave,2,41.89146435303961,-87.6267608980243,22268
Wabash Ave & Jackson Blvd,1,41.87800981959633,-87.6259941606104,1635
Wabash Ave & Roosevelt Rd,2,41.867225782430154,-87.62596122820841,17724
Wabash Ave & Wacker Pl,2,41.886872843148666,-87.62603035530213,9532
Wabash Ave & Washington St,1,41.8832008636756,-87.62661948972502,5262
Wacker Dr & Randolph St,1,41.88453321955443,-87.63731956374366,3234
Wacker Dr & Washington St,1,41.88314562473185,-87.6372433778823,9145
Wacker Dr & Washington St Corral,1,41.883164385388305,-87.63736195442819,2583
Wallace St & 35th St,2,41.83070596593555,-87.64125619906022,1177
Walsh Park,2,41.914607979479726,-87.66796835686516,5918
Warren Park East,2,42.00454964988253,-87.68066565649728,879
Warren Park West,2,42.00178505752642,-87.68882889854275,1041
Washtenaw Ave & Lawrence Ave,2,41.968731652327016,-87.69625921325427,2639
Washtenaw Ave & Ogden Ave,0,41.86193085717562,-87.69345298202396,503
Waveland/Racine Corral,0,41.9488249695476,-87.6592807798985,1271
Wells St & 19th St,2,41.85680199739733,-87.63387853933962,1802
Wells St & Concord Ln,0,41.91213088293721,-87.63465752120881,27345
Wells St & Elm St,2,41.90321892500638,-87.63433816681982,26809
Wells St & Evergreen Ave,0,41.90672388788553,-87.63484458454079,14686
Wells St & Hubbard St,2,41.88991010273214,-87.63427047614358,22320
Wells St & Huron St,2,41.89479076941173,-87.63438027827605,25653
Wells St & Institute Pl,2,41.89738122718079,-87.6344223879283,8043
Wells St & Madison St,1,41.88199005732088,-87.63417736978654,3426
Wells St & Polk St,2,41.87273396468307,-87.6335246081971,11407
Wells St & Randolph St,1,41.88429169894827,-87.63395965309613,11089
Wells St & Randolph St Corral,1,41.88436989348931,-87.63395966696412,1449
Wells St & Walton St,2,41.89993228451264,-87.63443028925236,13924
Wells St & Washington St,1,41.88300189761957,-87.6339542178384,3496
Wentworth Ave & 24th St,2,41.850083797012466,-87.63214108072273,1633
Wentworth Ave & 33rd St,0,41.834530010153706,-87.63182305483993,1804
Wentworth Ave & 35th St,0,41.83077738630116,-87.63250387418701,2155
Wentworth Ave & Cermak Rd*,0,41.8532136416992,-87.63187200095,6142
Western Ave & 21st St,0,41.854107818775596,-87.68583810467577,1172
Western Ave & 24th St,2,41.84846939053621,-87.68511038906098,787
Western Ave & Berteau Ave,2,41.95773926288163,-87.68827556231749,1515
Western Ave & Congress Pkwy,2,41.87474356258332,-87.68644290679896,1808
Western Ave & Division St,2,41.9028939063065,-87.6872795326528,4398
Western Ave & Fillmore St,2,41.86856450958288,-87.6862341800193,2021
Western Ave & Grace St,2,41.95036176819685,-87.68812040483208,1590
Western Ave & Granville Ave,2,41.99416124295593,-87.68943845461203,1397
Western Ave & Gunnison St,0,41.96966058656735,-87.68953419080137,735
Western Ave & Howard St,0,42.01890113401938,-87.69004810734205,1032
Western Ave & Leland Ave,0,41.96572202144836,-87.68851231347354,5083
Western Ave & Lunt Ave,2,42.00859434908827,-87.69049133869304,1364
Western Ave & Lyndale St,2,41.92260044725356,-87.68771873513454,773
Western Ave & Monroe St,2,41.88142725999208,-87.68663009654888,1136
Western Ave & Roscoe St,2,41.943034586645624,-87.68728833769609,2741
Western Ave & Wabansia Ave,2,41.91208085688465,-87.68752159445869,1101
Western Ave & Walton St,0,41.898418725616175,-87.6865955986294,5381
Western Ave & Winnebago Ave,0,41.91552086800565,-87.68702330820244,7261
Whipple/Irving Park,0,41.954188756202605,-87.70444765618812,691
Wilton Ave & Addison St,0,41.947459487487066,-87.65321431262774,5026
Wilton Ave & Belmont Ave,0,41.940228730353,-87.65294450625103,20820
Wilton Ave & Diversey Pkwy,2,41.932417885176385,-87.65270501003418,11322
Wilton Ave & Diversey Pkwy*,2,41.93241785004696,-87.6527050306049,4237
Winchester (Ravenswood) Ave & Balmoral Ave,2,41.97976237621396,-87.6775310044425,1991
Winchester Ave & Elston Ave,2,41.924089076838044,-87.67645915923367,2748
Winthrop Ave & Lawrence Ave,0,41.96881444198214,-87.65765903155153,5655
Wolcott (Ravenswood) Ave & Montrose Ave,0,41.96140729567491,-87.6761722430391,5497
Wolcott Ave & Fargo Ave,2,42.01697625634879,-87.67772476933952,539
Wolcott Ave & Polk St,1,41.87126304803221,-87.67368853077895,7668
Wood St & 35th St,2,41.83010538854387,-87.67030064885287,662
Wood St & Augusta Blvd,2,41.8991800730337,-87.67220054162244,6232
Wood St & Beach Ave,2,41.90765415106047,-87.6725520984706,4779
Wood St & Chicago Ave,2,41.89563392898817,-87.67207066902051,7017
Wood St & Cortland St,2,41.915886856808996,-87.67280828029418,911
Wood St & Hubbard St,2,41.88970953973115,-87.67196638512904,3898
Wood St & Milwaukee Ave,2,41.90730171350735,-87.67227765995948,7133
Wood St & Taylor St (Temp),1,41.86926731715577,-87.67373213146135,5548
Wood St & Walnut St,0,41.8853549185824,-87.6716985882125,537
Wood St & Webster Ave,2,41.92105581048032,-87.67279739999383,2721
Woodlawn Ave & 55th St,2,41.795264956362224,-87.59647159077115,8862
Woodlawn Ave & 58th St,1,41.789381331944384,-87.59647907214958,8475
Woodlawn Ave & Lake Park Ave,2,41.81409257632037,-87.59700524276884,1168
